request_id,user_id,department,team,model_provider,model_name,region,timestamp,tokens_input,tokens_output,total_tokens,cost_usd,latency_ms,status,prompt_category
5771,480,Operations,Support,Anthropic,claude-3-haiku,EU,2024-06-06 16:30:00,206,158,364,0.0161,1295,success,analysis
5772,24,Sales,Analytics,OpenAI,gpt-3.5-turbo,EU,2024-08-04 17:42:00,926,299,1225,0.0275,1054,success,summarization
5773,452,Operations,Data Engineering,OpenAI,gpt-4o-mini,Asia,2024-06-11 01:42:00,546,222,768,0.0323,2644,success,chat
5774,457,IT,Data Engineering,OpenAI,gpt-3.5-turbo,US,2024-11-20 03:14:00,855,158,1013,0.0253,3207,success,coding
5775,287,Operations,Support,Google,gemini-flash,EU,2024-12-27 12:49:00,410,794,1204,0.0382,1338,success,summarization
5776,186,Marketing,Research,OpenAI,gpt-4o-mini,EU,2024-06-20 01:47:00,817,954,1771,0.0521,998,success,analysis
5777,430,Operations,Analytics,Anthropic,claude-3-opus,EU,2024-12-14 02:00:00,1134,291,1425,0.0685,1952,success,analysis
5778,31,Finance,Research,Meta,llama-3-8b,EU,2024-07-02 12:33:00,190,774,964,0.0141,1617,success,chat
5779,400,Marketing,Product,Google,gemini-pro,Asia,2024-01-29 09:55:00,558,1000,1558,0.0457,1633,success,coding
5780,43,IT,Product,Meta,llama-3-8b,US,2024-01-11 05:15:00,1444,316,1760,0.0364,3402,success,chat
5781,250,Operations,Product,Anthropic,claude-3-haiku,EU,2024-08-29 19:02:00,1053,33,1086,0.0244,511,success,analysis
5782,270,HR,Product,Anthropic,claude-3-haiku,EU,2024-12-19 17:36:00,1418,482,1900,0.0584,2984,success,search
5783,153,HR,Support,Meta,llama-3-8b,EU,2024-04-19 00:00:00,1491,1082,2573,0.0779,1361,success,chat
5784,497,Sales,Product,Meta,llama-3-8b,EU,2024-05-10 02:13:00,798,863,1661,0.065,2905,success,search
5785,219,Finance,Support,OpenAI,gpt-4o-mini,Asia,2024-07-16 13:27:00,1472,1085,2557,0.0985,2865,success,search
5786,317,Operations,Analytics,OpenAI,gpt-4o-mini,US,2024-03-16 21:15:00,1268,374,1642,0.0655,266,success,chat
5787,157,IT,Support,Google,gemini-pro,Asia,2024-06-08 04:51:00,1256,994,2250,0.0915,372,success,search
5788,76,Finance,Data Engineering,Google,gemini-pro,Asia,2024-10-11 04:35:00,422,929,1351,0.023,3470,success,search
5789,307,HR,Research,Google,gemini-pro,EU,2024-05-15 23:05:00,189,335,524,0.0125,459,success,summarization
5790,412,Marketing,Analytics,Anthropic,claude-3-haiku,US,2024-12-28 01:51:00,382,1136,1518,0.046,830,success,chat
5791,438,Sales,Research,Meta,llama-3-70b,US,2024-08-10 09:21:00,815,814,1629,0.0292,120,success,analysis
5792,448,Finance,Product,Google,gemini-flash,US,2024-10-17 09:20:00,928,206,1134,0.0519,2984,success,analysis
5793,91,Operations,Analytics,OpenAI,gpt-4o,US,2024-07-26 19:10:00,597,279,876,0.0106,3244,success,summarization
5794,99,Sales,Product,Anthropic,claude-3-opus,US,2024-03-01 20:47:00,1249,155,1404,0.0517,1369,success,analysis
5795,97,Sales,Analytics,OpenAI,gpt-4o,EU,2024-08-23 06:08:00,1344,1039,2383,0.1146,2064,success,search
5796,85,HR,Support,Meta,llama-3-8b,US,2024-07-14 17:01:00,597,464,1061,0.0484,2941,success,summarization
5797,354,Operations,Product,Anthropic,claude-3-opus,Asia,2024-01-04 02:14:00,406,282,688,0.0296,2868,success,coding
5798,386,Operations,Support,Meta,llama-3-70b,EU,2024-11-29 07:44:00,1455,766,2221,0.1008,2028,success,search
5799,491,IT,Support,Google,gemini-pro,US,2024-09-28 23:40:00,1492,152,1644,0.0405,2290,success,summarization
5800,42,Marketing,Product,Anthropic,claude-3-opus,US,2024-02-17 20:37:00,987,540,1527,0.0211,2204,success,summarization
5801,332,Marketing,Support,OpenAI,gpt-4o-mini,Asia,2024-04-16 21:55:00,870,1174,2044,0.0283,442,success,analysis
5802,165,Marketing,Product,Meta,llama-3-70b,EU,2024-11-02 05:14:00,390,370,760,0.0371,2329,success,summarization
5803,138,HR,Data Engineering,Meta,llama-3-70b,Asia,2024-09-03 10:31:00,1033,552,1585,0.0554,2398,success,summarization
5804,298,Operations,Research,Google,gemini-flash,US,2024-07-26 03:05:00,1291,780,2071,0.074,186,success,coding
5805,85,Operations,Research,Anthropic,claude-3-haiku,US,2024-01-11 19:56:00,342,121,463,0.0076,2333,success,summarization
5806,339,Operations,Data Engineering,Google,gemini-flash,EU,2024-12-29 00:29:00,205,322,527,0.0235,1608,success,search
5807,50,Sales,Data Engineering,Meta,llama-3-8b,EU,2024-05-16 09:12:00,205,172,377,0.0161,3455,error,search
5808,191,Operations,Analytics,OpenAI,gpt-4o-mini,Asia,2024-04-29 04:00:00,84,253,337,0.015,2555,success,chat
5809,488,Marketing,Analytics,Google,gemini-pro,EU,2024-06-17 04:52:00,1461,326,1787,0.0685,1977,error,chat
5810,316,Finance,Support,OpenAI,gpt-3.5-turbo,Asia,2024-07-22 08:15:00,88,534,622,0.0128,1660,error,summarization
5811,340,Finance,Support,Meta,llama-3-8b,Asia,2024-08-13 01:36:00,1190,269,1459,0.0403,1568,error,search
5812,380,Sales,Product,Meta,llama-3-8b,EU,2024-02-09 04:05:00,789,1026,1815,0.0415,1534,success,chat
5813,489,IT,Support,Meta,llama-3-8b,EU,2024-07-18 11:34:00,672,765,1437,0.0316,2880,success,summarization
5814,424,Operations,Data Engineering,Anthropic,claude-3-opus,US,2024-03-15 20:06:00,353,693,1046,0.0163,2092,success,chat
5815,7,IT,Analytics,OpenAI,gpt-4o-mini,US,2024-11-18 01:37:00,840,676,1516,0.053,1416,success,search
5816,334,Finance,Data Engineering,Meta,llama-3-8b,Asia,2024-06-29 07:39:00,1295,106,1401,0.0537,1913,success,search
5817,447,Operations,Research,OpenAI,gpt-4o-mini,US,2024-04-02 05:19:00,962,836,1798,0.0492,1394,success,search
5818,161,Sales,Research,Anthropic,claude-3-haiku,Asia,2024-05-11 00:34:00,1230,601,1831,0.0747,1779,success,analysis
5819,300,Marketing,Research,Meta,llama-3-70b,Asia,2024-03-05 12:17:00,1089,955,2044,0.0355,1739,success,search
5820,262,Finance,Research,Meta,llama-3-8b,Asia,2024-09-12 01:33:00,796,303,1099,0.0395,1035,error,summarization
5821,362,Finance,Support,OpenAI,gpt-3.5-turbo,EU,2024-07-19 10:02:00,381,144,525,0.0179,172,success,chat
5822,259,IT,Analytics,OpenAI,gpt-3.5-turbo,Asia,2024-06-06 14:49:00,455,207,662,0.024,1045,success,summarization
5823,68,Finance,Data Engineering,OpenAI,gpt-3.5-turbo,EU,2024-06-22 18:42:00,449,299,748,0.0368,2633,success,chat
5824,487,Sales,Research,Meta,llama-3-8b,EU,2024-06-01 09:16:00,108,671,779,0.0297,2222,success,summarization
5825,218,Sales,Support,OpenAI,gpt-4o,US,2024-05-12 21:12:00,1163,534,1697,0.0431,2023,success,analysis
5826,313,Operations,Support,Anthropic,claude-3-haiku,US,2024-02-27 07:52:00,535,1183,1718,0.0732,2527,error,search
5827,37,HR,Product,Meta,llama-3-8b,Asia,2024-12-04 03:58:00,456,306,762,0.0355,2461,success,coding
5828,471,IT,Analytics,Anthropic,claude-3-opus,EU,2024-01-19 07:19:00,1322,490,1812,0.0332,2598,success,summarization
5829,246,Operations,Product,Meta,llama-3-70b,US,2024-05-15 01:53:00,1005,736,1741,0.0537,2748,success,coding
5830,481,Finance,Research,Anthropic,claude-3-haiku,Asia,2024-04-04 15:56:00,1131,134,1265,0.0415,3240,success,coding
5831,445,IT,Support,Anthropic,claude-3-haiku,US,2024-02-08 06:50:00,1375,182,1557,0.0672,3206,error,summarization
5832,344,Marketing,Product,Meta,llama-3-8b,Asia,2024-11-17 01:47:00,1088,1159,2247,0.1045,173,success,coding
5833,457,Operations,Research,Anthropic,claude-3-haiku,US,2024-11-12 12:12:00,334,309,643,0.0224,1679,success,coding
5834,256,Sales,Analytics,Google,gemini-flash,Asia,2024-07-13 22:30:00,1226,320,1546,0.054,1265,success,chat
5835,255,Sales,Data Engineering,OpenAI,gpt-3.5-turbo,Asia,2024-09-20 20:02:00,361,675,1036,0.0381,2034,success,search
5836,442,Sales,Support,Anthropic,claude-3-opus,EU,2024-01-14 00:02:00,1129,322,1451,0.033,2200,success,search
5837,2,HR,Analytics,OpenAI,gpt-4o-mini,EU,2024-08-16 09:33:00,150,833,983,0.0333,1918,success,search
5838,17,HR,Product,Google,gemini-flash,Asia,2024-03-12 23:40:00,71,607,678,0.0237,2003,success,summarization
5839,400,Operations,Support,Meta,llama-3-8b,US,2024-11-20 17:54:00,437,43,480,0.0218,3393,error,analysis
5840,384,Operations,Support,Google,gemini-pro,Asia,2024-08-27 21:52:00,665,991,1656,0.0378,386,success,summarization
5841,43,Sales,Product,Anthropic,claude-3-opus,Asia,2024-10-03 07:32:00,1320,1144,2464,0.0583,2873,success,summarization
5842,364,Finance,Analytics,Meta,llama-3-70b,US,2024-05-04 21:42:00,1147,783,1930,0.0842,2003,success,analysis
5843,99,HR,Data Engineering,Anthropic,claude-3-haiku,Asia,2024-12-03 22:07:00,1389,763,2152,0.0399,2356,success,search
5844,496,HR,Analytics,OpenAI,gpt-4o,Asia,2024-06-14 12:26:00,749,143,892,0.0167,162,success,chat
5845,381,IT,Support,OpenAI,gpt-3.5-turbo,US,2024-08-28 22:59:00,845,254,1099,0.0502,3207,success,analysis
5846,344,IT,Data Engineering,Google,gemini-flash,US,2024-12-06 13:01:00,367,737,1104,0.0347,1392,success,search
5847,225,HR,Product,Google,gemini-flash,US,2024-12-12 09:58:00,1113,443,1556,0.0567,1404,success,search
5848,244,Marketing,Analytics,Meta,llama-3-70b,Asia,2024-07-08 10:24:00,1227,309,1536,0.0257,2876,success,coding
5849,433,Finance,Analytics,Google,gemini-flash,EU,2024-05-20 09:41:00,670,1004,1674,0.0657,1107,success,search
5850,423,Operations,Research,OpenAI,gpt-4o-mini,EU,2024-03-24 18:30:00,986,813,1799,0.0453,1394,success,chat
5851,222,HR,Data Engineering,Anthropic,claude-3-haiku,Asia,2024-05-27 11:05:00,821,693,1514,0.0694,1508,success,chat
5852,125,Sales,Support,Meta,llama-3-70b,EU,2024-09-15 07:39:00,1470,310,1780,0.079,1315,success,analysis
5853,428,Operations,Product,Anthropic,claude-3-opus,Asia,2024-02-12 19:27:00,857,377,1234,0.0353,2694,success,summarization
5854,446,Sales,Support,Meta,llama-3-70b,EU,2024-01-23 05:20:00,451,1100,1551,0.0176,3107,success,analysis
5855,492,Operations,Data Engineering,Google,gemini-pro,EU,2024-12-13 05:46:00,686,908,1594,0.0721,614,success,analysis
5856,343,HR,Research,Meta,llama-3-70b,Asia,2024-02-26 04:40:00,1238,890,2128,0.0656,2598,success,summarization
5857,136,Operations,Product,Anthropic,claude-3-haiku,Asia,2024-03-08 04:05:00,390,450,840,0.0254,2152,success,analysis
5858,19,Operations,Research,Meta,llama-3-70b,US,2024-02-29 02:39:00,1077,345,1422,0.0168,1201,success,analysis
5859,272,IT,Research,OpenAI,gpt-4o,EU,2024-12-02 00:12:00,404,1086,1490,0.0727,3310,success,chat
5860,230,Operations,Product,Meta,llama-3-8b,EU,2024-04-11 09:52:00,1269,156,1425,0.0331,1167,success,coding
5861,334,HR,Analytics,Anthropic,claude-3-haiku,US,2024-08-24 05:45:00,777,273,1050,0.0149,811,success,summarization
5862,1,Finance,Support,OpenAI,gpt-3.5-turbo,US,2024-11-06 08:49:00,1152,115,1267,0.0406,1897,success,chat
5863,340,HR,Product,Google,gemini-pro,Asia,2024-03-12 03:02:00,1093,159,1252,0.0346,3178,success,summarization
5864,319,Finance,Product,Anthropic,claude-3-haiku,US,2024-08-22 10:58:00,986,930,1916,0.0342,2485,success,analysis
5865,145,Finance,Data Engineering,Google,gemini-flash,Asia,2024-02-21 04:36:00,1098,750,1848,0.0869,1832,success,summarization
5866,209,Sales,Support,Anthropic,claude-3-opus,US,2024-03-22 03:25:00,1222,1108,2330,0.1123,749,error,summarization
5867,76,IT,Analytics,Meta,llama-3-70b,US,2024-10-16 07:27:00,1258,1118,2376,0.0575,362,success,analysis
5868,159,IT,Product,OpenAI,gpt-4o,US,2024-07-15 00:30:00,1369,795,2164,0.0815,975,success,analysis
5869,117,IT,Data Engineering,OpenAI,gpt-4o,Asia,2024-11-18 15:07:00,1035,1182,2217,0.1096,2022,success,summarization
5870,252,Marketing,Data Engineering,Anthropic,claude-3-opus,Asia,2024-11-18 16:51:00,1021,682,1703,0.0841,565,error,summarization
5871,388,Sales,Product,OpenAI,gpt-3.5-turbo,Asia,2024-07-16 10:36:00,1069,958,2027,0.0221,2941,success,summarization
5872,281,Finance,Support,Anthropic,claude-3-opus,Asia,2024-06-08 11:05:00,1431,704,2135,0.0814,1735,success,search
5873,351,Operations,Product,OpenAI,gpt-3.5-turbo,Asia,2024-11-25 08:50:00,965,1147,2112,0.0667,1785,success,summarization
5874,385,Finance,Product,Google,gemini-flash,EU,2024-10-12 05:36:00,1135,216,1351,0.0549,641,success,search
5875,306,IT,Research,Anthropic,claude-3-opus,Asia,2024-01-09 21:23:00,1377,668,2045,0.0645,1529,success,coding
5876,403,Operations,Product,OpenAI,gpt-3.5-turbo,US,2024-12-21 10:38:00,1011,1187,2198,0.0837,3140,success,chat
5877,476,Marketing,Analytics,Meta,llama-3-8b,US,2024-10-07 02:08:00,1292,450,1742,0.0474,2335,success,coding
5878,162,Operations,Analytics,Anthropic,claude-3-opus,US,2024-11-20 19:46:00,211,158,369,0.0061,1016,success,summarization
5879,47,Marketing,Data Engineering,OpenAI,gpt-4o-mini,US,2024-08-01 22:06:00,971,1089,2060,0.0211,692,success,coding
5880,189,Sales,Analytics,Anthropic,claude-3-haiku,Asia,2024-11-01 22:29:00,989,689,1678,0.0417,1101,success,analysis
5881,62,Sales,Research,Meta,llama-3-70b,Asia,2024-03-18 01:33:00,214,753,967,0.0253,1727,success,coding
5882,130,Operations,Support,Meta,llama-3-8b,EU,2024-06-11 04:09:00,1139,1133,2272,0.1135,2055,error,analysis
5883,476,Sales,Analytics,OpenAI,gpt-3.5-turbo,EU,2024-06-24 17:10:00,1034,795,1829,0.0765,128,success,analysis
5884,252,Marketing,Research,Anthropic,claude-3-opus,EU,2024-11-10 17:23:00,1275,828,2103,0.0407,2436,success,chat
5885,131,Sales,Research,Meta,llama-3-8b,US,2024-02-17 06:23:00,1026,129,1155,0.043,521,success,search
5886,7,Sales,Support,Meta,llama-3-70b,Asia,2024-12-26 02:15:00,743,735,1478,0.0326,2870,success,coding
5887,84,Operations,Analytics,OpenAI,gpt-3.5-turbo,Asia,2024-11-12 00:57:00,468,409,877,0.0331,2999,error,coding
5888,492,Sales,Data Engineering,OpenAI,gpt-4o,EU,2024-11-03 20:01:00,900,1005,1905,0.0508,192,error,analysis
5889,477,HR,Analytics,OpenAI,gpt-4o-mini,EU,2024-10-10 01:42:00,1175,522,1697,0.0707,1608,success,summarization
5890,94,IT,Product,OpenAI,gpt-4o,Asia,2024-07-21 15:45:00,528,906,1434,0.0303,239,success,search
5891,283,IT,Product,Google,gemini-pro,US,2024-09-06 05:53:00,1254,605,1859,0.0548,3443,success,analysis
5892,174,HR,Analytics,Meta,llama-3-70b,EU,2024-12-18 19:43:00,1205,613,1818,0.0402,2740,success,summarization
5893,446,Finance,Research,Meta,llama-3-8b,US,2024-05-23 15:59:00,1012,1016,2028,0.0791,1413,success,analysis
5894,413,Marketing,Data Engineering,OpenAI,gpt-4o-mini,EU,2024-11-12 21:44:00,286,1097,1383,0.0473,1036,success,chat
5895,462,Operations,Research,Google,gemini-pro,Asia,2024-11-01 08:35:00,408,675,1083,0.0506,2837,success,summarization
5896,268,Sales,Research,Meta,llama-3-70b,Asia,2024-06-03 06:40:00,150,721,871,0.0214,2916,error,chat
5897,469,Marketing,Data Engineering,Google,gemini-flash,Asia,2024-04-09 05:45:00,932,437,1369,0.0516,1839,success,analysis
5898,100,Finance,Research,Anthropic,claude-3-opus,Asia,2024-11-18 15:09:00,308,538,846,0.0343,408,success,coding
5899,260,Marketing,Data Engineering,Anthropic,claude-3-haiku,EU,2024-11-03 18:14:00,1346,654,2000,0.054,778,success,coding
5900,411,Sales,Research,Google,gemini-pro,Asia,2024-07-21 14:54:00,791,936,1727,0.0565,3203,success,coding
5901,236,Marketing,Support,Meta,llama-3-70b,Asia,2024-03-28 21:38:00,989,840,1829,0.0289,2251,success,analysis
5902,413,IT,Product,Meta,llama-3-8b,Asia,2024-09-26 21:42:00,1166,230,1396,0.0531,2890,success,analysis
5903,471,Sales,Data Engineering,OpenAI,gpt-4o,EU,2024-04-24 09:25:00,646,1088,1734,0.0197,1581,error,coding
5904,362,HR,Analytics,Google,gemini-flash,Asia,2024-12-26 10:15:00,969,817,1786,0.0723,2264,success,search
5905,105,IT,Research,Google,gemini-pro,US,2024-06-09 11:09:00,253,1199,1452,0.07,2138,success,coding
5906,231,Finance,Research,Google,gemini-flash,Asia,2024-09-11 10:49:00,910,897,1807,0.0336,866,success,coding
5907,396,HR,Product,Anthropic,claude-3-haiku,US,2024-05-23 15:41:00,1276,391,1667,0.08,1013,success,summarization
5908,341,Marketing,Analytics,Google,gemini-flash,EU,2024-08-25 10:29:00,810,685,1495,0.0354,340,success,chat
5909,160,Sales,Support,OpenAI,gpt-4o-mini,Asia,2024-12-12 12:10:00,278,650,928,0.0256,954,success,analysis
5910,49,Finance,Research,Google,gemini-flash,Asia,2024-05-10 20:28:00,578,296,874,0.0266,1205,success,summarization
5911,109,Marketing,Product,Google,gemini-flash,US,2024-12-03 04:05:00,1093,1090,2183,0.0956,2186,success,chat
5912,433,Marketing,Data Engineering,Google,gemini-flash,US,2024-04-06 19:58:00,478,1117,1595,0.0224,2179,success,search
5913,323,Finance,Support,Google,gemini-flash,Asia,2024-12-01 02:19:00,580,135,715,0.0097,3418,success,summarization
5914,467,Marketing,Analytics,Meta,llama-3-70b,EU,2024-11-23 02:59:00,138,1064,1202,0.0201,995,success,coding
5915,201,HR,Analytics,OpenAI,gpt-4o,EU,2024-12-13 04:40:00,1244,172,1416,0.0576,2656,error,summarization
5916,188,Operations,Data Engineering,Meta,llama-3-8b,Asia,2024-06-03 00:59:00,54,240,294,0.0088,1313,success,summarization
5917,431,Finance,Product,Anthropic,claude-3-opus,Asia,2024-01-06 18:05:00,1223,554,1777,0.0333,2132,success,summarization
5918,148,HR,Support,OpenAI,gpt-3.5-turbo,Asia,2024-02-24 19:11:00,1439,186,1625,0.0403,1396,success,search
5919,289,Operations,Support,Google,gemini-pro,Asia,2024-08-28 08:49:00,675,261,936,0.0342,443,success,summarization
5920,158,Finance,Product,Anthropic,claude-3-haiku,EU,2024-08-29 21:10:00,254,1024,1278,0.0439,1483,success,chat
5921,270,Operations,Research,OpenAI,gpt-4o,EU,2024-04-21 13:13:00,449,135,584,0.0272,1085,success,coding
5922,164,Operations,Support,OpenAI,gpt-3.5-turbo,EU,2024-07-14 18:06:00,1001,78,1079,0.0344,1941,success,chat
5923,214,Marketing,Support,Google,gemini-flash,Asia,2024-09-30 20:30:00,840,260,1100,0.0447,982,success,analysis
5924,216,IT,Data Engineering,OpenAI,gpt-3.5-turbo,Asia,2024-07-10 12:08:00,333,305,638,0.0224,2780,success,coding
5925,403,Marketing,Product,Meta,llama-3-70b,Asia,2024-04-20 15:44:00,146,984,1130,0.0388,1917,success,coding
5926,382,IT,Support,Google,gemini-pro,Asia,2024-01-11 17:04:00,1057,647,1704,0.0608,417,success,summarization
5927,488,IT,Data Engineering,Meta,llama-3-70b,EU,2024-02-11 16:13:00,191,486,677,0.0134,422,success,analysis
5928,231,Operations,Support,Google,gemini-flash,Asia,2024-08-30 12:33:00,317,516,833,0.0392,3331,success,summarization
5929,60,HR,Analytics,Anthropic,claude-3-opus,Asia,2024-08-06 12:19:00,63,1033,1096,0.0222,200,success,search
5930,465,Finance,Research,OpenAI,gpt-4o,US,2024-01-02 05:12:00,1116,650,1766,0.039,1114,success,search
5931,351,Sales,Analytics,Anthropic,claude-3-opus,US,2024-12-01 05:53:00,1236,380,1616,0.0736,502,success,analysis
5932,442,Sales,Support,OpenAI,gpt-4o-mini,US,2024-06-27 00:42:00,1240,57,1297,0.0252,719,success,analysis
5933,185,Sales,Research,Anthropic,claude-3-opus,Asia,2024-07-09 02:32:00,925,572,1497,0.0154,552,success,chat
5934,316,IT,Support,Meta,llama-3-70b,US,2024-11-10 05:35:00,453,1048,1501,0.0528,982,success,coding
5935,119,IT,Support,Anthropic,claude-3-haiku,Asia,2024-02-22 21:46:00,624,1154,1778,0.0747,1262,success,coding
5936,153,Sales,Analytics,OpenAI,gpt-3.5-turbo,EU,2024-06-24 06:22:00,1204,578,1782,0.0487,210,success,chat
5937,170,IT,Data Engineering,OpenAI,gpt-3.5-turbo,EU,2024-07-09 08:40:00,966,791,1757,0.018,3027,success,summarization
5938,175,Sales,Analytics,Google,gemini-pro,Asia,2024-02-17 20:18:00,818,308,1126,0.0347,1531,success,analysis
5939,495,IT,Support,Anthropic,claude-3-haiku,Asia,2024-03-17 07:27:00,650,1188,1838,0.0744,2441,success,coding
5940,489,IT,Research,OpenAI,gpt-4o,Asia,2024-10-09 06:38:00,920,102,1022,0.0325,1271,success,chat
5941,26,Marketing,Support,OpenAI,gpt-4o,Asia,2024-02-22 13:11:00,1298,1158,2456,0.107,2503,success,coding
5942,401,IT,Analytics,Anthropic,claude-3-opus,EU,2024-04-12 08:23:00,1334,600,1934,0.0956,2049,success,coding
5943,432,Sales,Data Engineering,Anthropic,claude-3-haiku,Asia,2024-08-19 04:06:00,1143,476,1619,0.0724,3056,success,analysis
5944,119,IT,Support,Google,gemini-pro,US,2024-10-04 11:25:00,945,959,1904,0.0629,630,success,analysis
5945,378,IT,Support,Meta,llama-3-70b,EU,2024-03-15 22:41:00,115,274,389,0.0152,2671,success,search
5946,442,HR,Support,OpenAI,gpt-3.5-turbo,US,2024-02-20 13:37:00,473,424,897,0.0409,2140,error,analysis
5947,455,HR,Analytics,Anthropic,claude-3-opus,US,2024-04-23 16:03:00,1434,792,2226,0.064,542,success,coding
5948,202,Marketing,Support,Google,gemini-pro,Asia,2024-05-08 14:46:00,941,563,1504,0.0277,188,success,analysis
5949,470,Operations,Data Engineering,OpenAI,gpt-3.5-turbo,US,2024-01-04 13:22:00,1029,491,1520,0.0412,2601,success,chat
5950,284,IT,Data Engineering,OpenAI,gpt-4o-mini,EU,2024-10-20 10:38:00,429,430,859,0.0212,3083,success,coding
5951,445,IT,Support,OpenAI,gpt-4o-mini,EU,2024-09-22 09:25:00,1062,1007,2069,0.0434,3050,success,chat
5952,258,Operations,Data Engineering,OpenAI,gpt-3.5-turbo,Asia,2024-09-12 11:12:00,101,358,459,0.0101,2090,success,coding
5953,21,Finance,Research,Google,gemini-pro,US,2024-05-16 12:41:00,547,154,701,0.0162,742,success,summarization
5954,55,HR,Analytics,Anthropic,claude-3-opus,US,2024-07-17 03:23:00,639,391,1030,0.0242,1239,success,search
5955,492,IT,Support,Anthropic,claude-3-opus,US,2024-02-24 08:02:00,341,1104,1445,0.0449,2401,success,chat
5956,397,Finance,Support,Meta,llama-3-70b,Asia,2024-10-15 05:12:00,1034,602,1636,0.0572,2094,success,search
5957,471,Marketing,Data Engineering,Anthropic,claude-3-opus,US,2024-12-13 21:26:00,1010,254,1264,0.0366,202,success,analysis
5958,70,Operations,Support,Meta,llama-3-70b,EU,2024-10-29 02:26:00,1019,1101,2120,0.0572,2380,success,summarization
5959,13,Finance,Data Engineering,Meta,llama-3-70b,US,2024-06-13 01:11:00,277,1036,1313,0.0592,1715,success,summarization
5960,157,HR,Support,Meta,llama-3-8b,US,2024-08-21 01:52:00,494,369,863,0.0167,697,success,search
5961,185,Marketing,Analytics,OpenAI,gpt-3.5-turbo,Asia,2024-04-13 02:51:00,705,1032,1737,0.0493,1281,success,summarization
5962,357,HR,Analytics,Anthropic,claude-3-haiku,US,2024-06-24 14:43:00,847,520,1367,0.0627,2132,success,summarization
5963,8,IT,Research,OpenAI,gpt-4o-mini,US,2024-06-12 22:45:00,766,391,1157,0.0288,3375,error,analysis
5964,291,HR,Data Engineering,Meta,llama-3-8b,Asia,2024-10-09 21:42:00,521,201,722,0.0304,2821,success,chat
5965,102,Marketing,Analytics,Meta,llama-3-70b,Asia,2024-01-16 11:29:00,657,503,1160,0.0179,1588,success,search
5966,393,Finance,Analytics,Google,gemini-pro,US,2024-03-17 13:48:00,738,927,1665,0.0681,809,success,chat
5967,164,Operations,Analytics,OpenAI,gpt-4o-mini,Asia,2024-09-11 04:15:00,1202,994,2196,0.0241,748,success,summarization
5968,373,HR,Analytics,OpenAI,gpt-4o-mini,Asia,2024-10-10 21:41:00,398,492,890,0.0267,1627,success,coding
5969,275,Operations,Research,Anthropic,claude-3-haiku,US,2024-10-12 01:07:00,1224,275,1499,0.0716,897,success,analysis
5970,226,Operations,Data Engineering,Google,gemini-pro,Asia,2024-11-10 01:12:00,919,1120,2039,0.0453,614,error,coding
5971,480,Sales,Data Engineering,Meta,llama-3-8b,Asia,2024-01-08 09:31:00,627,535,1162,0.0174,1997,success,coding
5972,155,HR,Data Engineering,Google,gemini-pro,EU,2024-06-14 13:33:00,160,512,672,0.0259,2421,success,analysis
5973,57,Finance,Research,Anthropic,claude-3-haiku,EU,2024-03-05 08:40:00,1240,1072,2312,0.0777,2882,success,chat
5974,452,Finance,Product,Meta,llama-3-8b,US,2024-11-14 19:47:00,343,674,1017,0.0417,1927,success,search
5975,185,Finance,Analytics,Meta,llama-3-8b,EU,2024-09-15 14:21:00,393,746,1139,0.044,184,success,chat
5976,286,Marketing,Analytics,OpenAI,gpt-3.5-turbo,US,2024-11-06 14:08:00,786,689,1475,0.0736,326,success,analysis
5977,375,IT,Support,Meta,llama-3-8b,EU,2024-04-08 11:20:00,1357,138,1495,0.0441,390,success,chat
5978,42,Sales,Research,Anthropic,claude-3-opus,US,2024-01-28 16:28:00,871,1082,1953,0.0436,2160,success,analysis
5979,387,Sales,Support,OpenAI,gpt-3.5-turbo,EU,2024-03-25 18:43:00,982,474,1456,0.0236,2168,success,search
5980,141,Operations,Research,Meta,llama-3-8b,EU,2024-10-31 15:03:00,1399,496,1895,0.036,1348,success,coding
5981,213,HR,Analytics,OpenAI,gpt-4o-mini,EU,2024-01-10 06:53:00,667,809,1476,0.0434,2787,success,summarization
5982,317,HR,Support,Google,gemini-pro,EU,2024-02-28 10:40:00,712,990,1702,0.0394,279,success,coding
5983,251,Operations,Analytics,Google,gemini-flash,EU,2024-01-21 12:13:00,587,556,1143,0.0273,2724,success,coding
5984,16,Marketing,Product,Meta,llama-3-8b,EU,2024-03-11 01:28:00,971,1074,2045,0.0944,1610,success,analysis
5985,125,IT,Data Engineering,Anthropic,claude-3-opus,US,2024-07-14 06:28:00,1489,701,2190,0.0826,3279,success,search
5986,394,IT,Support,Google,gemini-pro,Asia,2024-10-22 17:10:00,1073,181,1254,0.0241,3250,success,search
5987,272,Sales,Support,OpenAI,gpt-4o,Asia,2024-11-12 01:52:00,1242,278,1520,0.0283,538,success,chat
5988,121,Marketing,Product,OpenAI,gpt-4o,EU,2024-12-15 04:02:00,349,750,1099,0.0304,1106,success,summarization
5989,230,IT,Data Engineering,Anthropic,claude-3-haiku,EU,2024-02-04 18:16:00,1300,450,1750,0.0189,123,success,chat
5990,28,Marketing,Analytics,Meta,llama-3-8b,Asia,2024-06-29 10:51:00,587,806,1393,0.0175,1910,success,chat
5991,272,IT,Analytics,Google,gemini-flash,Asia,2024-11-10 12:31:00,952,1181,2133,0.0659,520,success,coding
5992,151,Finance,Data Engineering,OpenAI,gpt-4o,EU,2024-07-01 16:31:00,533,1058,1591,0.0247,342,success,analysis
